ImageNumber,ObjectNumber,Correlation_Correlation_ERSytoBleed_PhGolgi,Correlation_Correlation_ERSyto_ERSytoBleed,Correlation_Correlation_ERSyto_PhGolgi,Correlation_Correlation_Hoechst_ERSyto,Correlation_Correlation_Hoechst_ERSytoBleed,Correlation_Correlation_Hoechst_Mito,Correlation_Correlation_Hoechst_PhGolgi,Correlation_Correlation_Mito_ERSyto,Correlation_Correlation_Mito_ERSytoBleed,Correlation_Correlation_Mito_PhGolgi
77,1,0.382960850204,0.0274784363545,0.560172733126,-0.494758665611,0.487465097072,0.182420301017,0.084422899514,0.58453667875,0.30421507431,0.661893907504
77,2,0.000204545913424,0.153322690204,0.790528251622,-0.042336263814,0.667345474431,0.397925218516,-0.264729581483,0.750660202639,0.489335424538,0.476988131943
77,3,0.606757368839,0.471301601657,0.858155118251,-0.159399368205,0.319257243511,0.126586409734,0.0653257498356,0.793734433458,0.627801887839,0.783842612498
77,4,0.460034107411,0.369897047746,0.721844629914,-0.498846191276,0.302832589545,-0.147255514862,-0.188888366153,0.870027458791,0.570601494362,0.682500854903
77,5,0.559836810045,0.519220231252,0.886804082449,-0.172152077936,0.457777138341,0.0650838621325,-0.0271083272727,0.89800758894,0.650949592808,0.757131420699
77,6,-0.103765886475,0.113256136033,0.733715414762,-0.0819204321463,0.519972665028,0.131312913371,-0.147183023522,0.792189331126,0.153328393402,0.636300922568
77,7,0.430837595051,0.295232863391,0.604488766383,0.134066908647,0.603092721055,0.411953751122,0.033892470389,0.742098249188,0.59930120122,0.646535833712
77,8,0.46744763951,0.365217782552,0.838219501881,-0.0118523401366,0.516596926174,0.249960007116,0.156037517221,0.854723340723,0.476079972566,0.807048383478
77,9,0.33965768696,0.0495008908517,0.658054826261,-0.652716855959,0.105953176553,-0.478556814746,-0.446838464684,0.665115425253,0.349969316561,0.597718452594
77,10,0.181956273903,0.350158614336,0.73940196858,-0.00986221144788,0.557380433297,0.338419607077,-0.145796336603,0.825991086786,0.521467354633,0.657489197109
77,11,0.4553725713,0.395439402551,0.871436331014,-0.303775641068,0.182929501882,-0.146521462768,-0.169119864217,0.954878412818,0.401181223467,0.861736589358
77,12,0.510678826884,0.362931985784,0.902218635445,-0.112826031008,0.41885214691,0.0986679233879,0.100090531501,0.945259857814,0.461124005556,0.900270828135
77,13,0.782467269787,0.718443391362,0.880169638895,0.306754164712,0.587351308632,0.460307742249,0.357325451539,0.940403462457,0.744677328377,0.848262625798
77,14,0.355638340308,0.116583585177,0.14073516879,-0.503283803615,0.413759688229,-0.0472361342415,0.176150883237,0.773004557609,0.482771040703,0.236172968776
77,15,0.579776339254,0.647512089704,0.635338213534,0.16007120733,0.490149078967,0.613184635769,0.509871420667,0.73069412536,0.703310319971,0.67931498704
77,16,0.64110331025,0.718947821942,0.671634300425,0.555104971419,0.655355360006,0.550951782769,0.517288775864,0.861447749851,0.690784795203,0.712594435281
77,17,0.606173934746,0.324543016544,0.697148737141,-0.389098648511,0.515554620589,0.130587492785,0.214717476214,0.797335044781,0.68891923632,0.869570649149
77,18,0.465681695903,0.0246744859735,0.44706213366,-0.373489140386,0.3558157124,0.124932608084,0.122981359577,0.665294003282,0.485846280103,0.466012238631
77,19,0.454406339708,0.40132576037,0.777990190948,-0.1822992789,0.494983295028,0.0928665180974,-0.0225714484784,0.916025093283,0.515156829556,0.770282775353
77,20,0.628216820024,0.361014792297,0.748215052808,-0.162018438965,0.46132359365,0.187281025452,0.172231708526,0.868248344105,0.501055106946,0.824908270661
77,21,0.12216560294,0.124439050742,0.370751642074,-0.526578194383,0.504196720762,-0.162850143868,-0.290232204744,0.758127961284,0.325304616085,0.319704396646
77,22,0.0336626334647,0.607377476641,0.396846587892,0.286576283385,0.614469140996,0.376785242085,-0.30519335033,0.472645904344,0.885209602136,0.230028084328
77,23,0.446225379388,0.277730824507,0.68212010494,-0.120414890699,0.576073431702,0.328130974497,0.0779203217811,0.82108743433,0.63120480726,0.706178029955
77,24,0.324618400798,0.0892762772163,0.532562870572,-0.46652264633,0.460090139645,0.181903591429,0.0180295414308,0.633167179765,0.608611716967,0.654625671814
77,25,0.455629108023,0.28680397349,0.431522973013,-0.305249116999,0.267233513925,0.0526214101414,-0.200017636764,0.763215810012,0.392846780836,0.491981281975
77,26,0.56996039804,0.0434771855612,0.424514772472,-0.347581009399,0.559415188811,0.190812712215,0.215827918143,0.749240761084,0.480076246599,0.667842595569
77,27,0.733919157637,0.762603496085,0.908107464858,0.0544172765551,0.398479982186,0.176821151012,0.0435615105652,0.937419557843,0.890371691717,0.920426260932
77,28,0.917355927833,0.926324156607,0.934975859072,0.0968544603494,0.0691532265825,0.14759831868,-0.112029691301,0.954975949692,0.963405128235,0.915837007547
77,29,0.508146888556,0.167598830889,0.757385619133,-0.119860100621,0.511740699874,0.247849074549,0.149594410933,0.852292424597,0.438345068711,0.775881737389
77,30,0.519403928646,0.32544530836,0.6279911433,-0.245988449507,0.499866112125,0.136236603822,0.149038045474,0.872388630866,0.529807148932,0.652525108747
77,31,0.511498075118,0.314637288958,0.865218309276,-0.0784968337002,0.502140370679,0.346268514799,0.138156280635,0.785852118468,0.655800613103,0.865614165061
77,32,0.500560128681,0.156344963324,0.365725914698,-0.394873864827,0.550774320034,0.100157396065,0.247385955264,0.785601797916,0.410900528991,0.457466950543
77,33,0.661689669119,0.805945850165,0.890277003011,-0.143658587853,0.230200899506,-0.0191159190343,-0.306708046968,0.954185160896,0.80629169959,0.858691300738
77,34,0.539342481131,0.269678050657,0.794820680431,0.0658637631262,0.522189406688,0.350496835411,0.219260737488,0.903660342527,0.530893059092,0.84412236145
77,35,0.481206482317,0.388877943568,0.818345841522,-0.194447310019,0.458588823902,0.114456061995,-0.246806525862,0.91763388431,0.595998150111,0.776063545359
77,36,0.467184314279,0.0386528404805,0.723114308818,-0.224487881763,0.567956310854,0.207577959372,0.342398781306,0.844464265886,0.424773892421,0.840672933412
77,37,0.681041478303,0.273104953539,0.629922980069,-0.318022487733,0.542366552042,0.205121720203,0.242515929694,0.79444788367,0.625939085151,0.82528207206
77,38,0.680243477441,0.533246662891,0.917205741794,-0.149580296878,0.486663282478,0.0768315551421,-0.0457064830407,0.918289152656,0.704085473696,0.879696439291
77,39,0.324034867238,0.16670062544,0.33009541721,-0.225325485527,0.544554107747,0.0838588443165,0.188596007542,0.83458832417,0.458448524439,0.379652769137
77,40,0.233767431494,0.17941290422,0.878321889259,-0.166068731308,0.679109840134,0.353221920927,0.0486494722756,0.743276621232,0.611824976129,0.750682179685
77,41,0.4616871365,0.386261940696,0.743768887052,-0.0874162053602,0.504218117052,0.279352622655,0.122464414227,0.896702432072,0.576539400844,0.720599467425
77,42,0.53959224143,0.578199993988,0.773575557722,0.0785874567736,0.638622615401,0.312331015641,0.148410205362,0.935684712698,0.712409248248,0.766067576892
77,43,-0.208419594138,0.95133956408,-0.143419085762,-0.192104841591,-0.0974879440533,-0.131253346718,-0.255262196599,0.894865444974,0.92897607853,-0.314294911558
77,44,0.568374440019,0.117174093617,0.429038527379,-0.51240323613,0.332339082679,-0.0904274732893,0.136041865604,0.711264812098,0.505272788085,0.54239176681
77,45,0.497986298721,0.0142047343884,0.471404547675,-0.210176194834,0.458876093789,0.238654760478,0.462459073598,0.710168872814,0.405636505406,0.759059122892
77,46,0.358103822187,0.307423997334,0.916715068342,-0.0487609720128,0.590674552728,0.160928476472,-0.0398606721577,0.943944880035,0.469704959163,0.85276614146
77,47,0.18033420722,0.30391210996,0.457058766025,-0.176233871504,0.698488120169,0.260845316774,-0.0622451756523,0.830647804682,0.588119175723,0.599645663591
77,48,0.522740291272,0.458958073587,0.614904716369,-0.0884095259725,0.412817182214,0.26832918836,-0.060293495653,0.812079850284,0.740276683256,0.682630705618
77,49,0.588848770435,0.730582279908,0.839371275632,0.306021483621,0.596496066927,0.344174733873,0.135343658757,0.920663429866,0.702337251372,0.894144395911
77,50,0.0919709825222,0.0356823785106,0.857898595882,-0.200401139201,0.56805856131,0.0767384728086,-0.113536352926,0.901783557513,0.251867376135,0.747799223935
77,51,0.405459605302,0.0932048437404,0.542110521859,-0.421184667621,0.576382533358,-0.0053644828956,0.0879035720477,0.851258889351,0.394825139298,0.624393055667
77,52,0.365373552299,0.282185899871,0.690575145255,-0.174652894167,0.457267143615,0.204666034421,-0.207615238348,0.765294064015,0.523501644953,0.652090674273
77,53,0.235513297386,0.153158055108,0.76490733042,-0.255146367089,0.509281750811,0.232643691763,-0.145863142375,0.709390348188,0.542101679864,0.645688834092
77,54,0.348819968818,0.0586839024347,0.483831685771,-0.37142082414,0.59531531077,0.152138158818,-0.16165674109,0.704705097454,0.493338462863,0.632884554252
77,55,0.102367236242,0.218844059871,0.722492855405,-0.118100689638,0.664907954025,0.114942510979,-0.281677432516,0.909038780602,0.396007030481,0.635552656724
77,56,0.409664188796,0.513563494566,0.690719581445,-0.309457570157,0.338554338131,0.0574607313831,-0.381376481554,0.845541841294,0.781835553875,0.632864364407
77,57,0.00149556705997,0.583646631731,0.437345446222,0.00103920770303,0.465478553696,0.208096876217,-0.0172680936417,0.388805248009,0.536303992488,-0.0229594237367
77,58,0.151720819005,0.505758451533,0.305524606164,-0.149676786812,0.271267462954,0.0295765415224,-0.140389308562,0.806811052337,0.697772831488,0.0438435425799
