ImageNumber,ObjectNumber,Correlation_Correlation_ERSytoBleed_PhGolgi,Correlation_Correlation_ERSyto_ERSytoBleed,Correlation_Correlation_ERSyto_PhGolgi,Correlation_Correlation_Hoechst_ERSyto,Correlation_Correlation_Hoechst_ERSytoBleed,Correlation_Correlation_Hoechst_Mito,Correlation_Correlation_Hoechst_PhGolgi,Correlation_Correlation_Mito_ERSyto,Correlation_Correlation_Mito_ERSytoBleed,Correlation_Correlation_Mito_PhGolgi
77,1,0.715346227477,0.918916717186,0.620887749543,0.476820134246,0.576777585492,0.544976650653,0.19726468479,0.966356470967,0.961635411656,0.636274915935
77,2,0.704395231578,0.880975754904,0.572090566487,0.78260807237,0.59614559914,0.747863155919,0.293863709118,0.967635065319,0.940637435528,0.606747184741
77,3,0.483152173482,0.896532360041,0.465692028786,0.424034774681,0.44032735297,0.463759957682,0.181443159446,0.956000874485,0.932415998651,0.483253243897
77,4,0.554955386302,0.792693403578,0.522381255747,0.448941801711,0.588032391781,0.528251692084,0.164866361817,0.959818271042,0.881344920872,0.55021291993
77,5,0.573868974448,0.831138952648,0.656060248149,0.483302443061,0.545035077818,0.500753279337,0.239971390377,0.959740263208,0.921816338238,0.65608799892
77,6,0.669978545077,0.817140365124,0.678780993309,0.43851575416,0.412012371509,0.497682950791,0.113874760722,0.951457615172,0.872423255173,0.697242793836
77,7,0.633953176641,0.903447962327,0.588315657804,0.47982754649,0.397374435202,0.469748771446,0.169795024065,0.970947959004,0.897195289484,0.605205475461
77,8,0.45666781163,0.843841687611,0.229372412496,0.740371155397,0.544740114587,0.714904708275,0.102157898135,0.972233594285,0.883691598824,0.280953814586
77,9,0.56679480106,0.909062031199,0.452508558367,0.656388399075,0.569547549682,0.608598032306,0.299409583203,0.903649678591,0.920718865895,0.519229976586
77,10,0.739798202884,0.757224315825,0.505215958387,0.216629925544,0.393258862402,0.290581417446,0.0920592851843,0.834579609683,0.896819420252,0.706113982753
77,11,0.447976444011,0.802574036006,0.338698900321,0.368038902566,0.426883397066,0.405715355939,0.122981279254,0.913181116083,0.90186458577,0.400955697687
77,12,0.562981124747,0.720881959173,0.460601204165,0.318422840653,0.391329958,0.137530181034,0.221943532875,0.835868780576,0.550163181954,0.392911790149
77,13,0.856847272974,0.894065384449,0.774702500192,0.39339872687,0.317315405636,0.36544639844,0.235404945913,0.948591482249,0.932506933846,0.825362297636
77,14,0.49384428188,0.66191036962,0.258839914674,0.460547022842,0.557074844209,0.661027243128,0.21892405663,0.715975986717,0.925654826706,0.466108877052
77,15,0.772170365075,0.84690863673,0.732478899669,0.557967988374,0.387369937332,0.523694273566,0.329138952325,0.939010830388,0.938977213048,0.760706695646
77,16,0.761403613592,0.763849111704,0.539708821564,0.381411184264,0.475021628651,0.5390468084,0.288942933846,0.807728745602,0.910945103921,0.691454727157
77,17,0.837426947277,0.887595597472,0.790649219902,0.215374012346,0.356003279083,0.314919173374,0.141443270767,0.971626917191,0.907160632371,0.786682885749
77,18,0.381284819287,0.799739902073,0.285767169748,0.578222821958,0.495402985298,0.586775805457,0.191412105764,0.908334490386,0.931730625329,0.368625945637
77,19,0.50838945972,0.730289565004,0.470857740466,0.422160557008,0.491035203938,0.515352425247,0.182994063454,0.833826624618,0.897690259961,0.56171536454
77,20,0.581104312407,0.831034971133,0.381623649549,0.505002467268,0.469782025171,0.527768138242,0.213139007823,0.963365805752,0.889670660099,0.46185468675
77,21,0.442782800556,0.882259138556,0.402659789013,0.661222612333,0.520229999032,0.632818257541,0.261817476198,0.958815027069,0.930046855667,0.482529595879
77,22,0.809901890113,0.963920652311,0.884430357192,0.731651813151,0.796816110761,0.763318499389,0.536464017864,0.960571945581,0.983649799046,0.81277621213
77,23,0.544228841041,0.873011595197,0.437596815092,0.409406067046,0.442077316054,0.462072653787,0.289403656136,0.965400528234,0.920081972726,0.487378955533
77,24,0.50359632464,0.737012356816,0.240834849713,0.352620928779,0.469145139187,0.489302950189,0.0581266821376,0.740091251528,0.926901053938,0.424710022829
77,25,0.73640068168,0.845491401902,0.622074446948,0.39356123719,0.476391644807,0.438819742297,0.28351341238,0.959858483448,0.91823242487,0.673028300779
77,26,0.417754686841,0.91679778101,0.359294893331,0.573873891698,0.552660123619,0.58565844614,0.0826793067621,0.964131326227,0.957843160395,0.371411172693
77,27,0.862115031047,0.893517899129,0.852189107494,0.671374098145,0.78656907205,0.770668415789,0.577179753378,0.971263459596,0.957473417147,0.87141566102
77,28,0.91933376887,0.955257189095,0.895092593559,0.839953376593,0.814397110222,0.845926695537,0.667641044177,0.984863448209,0.982144419012,0.903911580726
77,29,0.526119617294,0.930234603646,0.49203604357,0.53143345798,0.559302658141,0.593646603661,0.264997108803,0.976215329936,0.9521051635,0.522883408897
77,30,0.325366407065,0.914064496652,0.174489626449,0.442148303249,0.43707179196,0.425291319458,0.0357741095326,0.974000742982,0.958215672279,0.232879996743
77,31,0.572664661989,0.539098804236,0.143253074781,0.213481915654,0.445354598076,0.438826556005,0.188685968028,0.723149375104,0.90229790833,0.508180730804
77,32,0.55690245362,0.822580453088,0.484764896371,0.480425621332,0.54443815159,0.541508127366,0.204093770442,0.956925240423,0.90338922188,0.55133795656
77,33,0.899514688671,0.899458140282,0.862918979969,0.290464798171,0.403734259472,0.358416564052,0.267549843392,0.932634343991,0.954717054127,0.893875883566
