FileName_IllumERSyto,FileName_IllumERSytoBleed,FileName_IllumHoechst,FileName_IllumMito,FileName_IllumPhGolgi,FileName_OrigERSyto,FileName_OrigERSytoBleed,FileName_OrigHoechst,FileName_OrigMito,FileName_OrigPhGolgi,ImageNumber,Mean_Cells_Correlation_Correlation_ERSytoBleed_PhGolgi,Mean_Cells_Correlation_Correlation_ERSyto_ERSytoBleed,Mean_Cells_Correlation_Correlation_ERSyto_PhGolgi,Mean_Cells_Correlation_Correlation_Hoechst_ERSyto,Mean_Cells_Correlation_Correlation_Hoechst_ERSytoBleed,Mean_Cells_Correlation_Correlation_Hoechst_Mito,Mean_Cells_Correlation_Correlation_Hoechst_PhGolgi,Mean_Cells_Correlation_Correlation_Mito_ERSyto,Mean_Cells_Correlation_Correlation_Mito_ERSytoBleed,Mean_Cells_Correlation_Correlation_Mito_PhGolgi,Mean_Cytoplasm_Correlation_Correlation_ERSytoBleed_PhGolgi,Mean_Cytoplasm_Correlation_Correlation_ERSyto_ERSytoBleed,Mean_Cytoplasm_Correlation_Correlation_ERSyto_PhGolgi,Mean_Cytoplasm_Correlation_Correlation_Hoechst_ERSyto,Mean_Cytoplasm_Correlation_Correlation_Hoechst_ERSytoBleed,Mean_Cytoplasm_Correlation_Correlation_Hoechst_Mito,Mean_Cytoplasm_Correlation_Correlation_Hoechst_PhGolgi,Mean_Cytoplasm_Correlation_Correlation_Mito_ERSyto,Mean_Cytoplasm_Correlation_Correlation_Mito_ERSytoBleed,Mean_Cytoplasm_Correlation_Correlation_Mito_PhGolgi,Mean_Nuclei_Correlation_Correlation_ERSytoBleed_PhGolgi,Mean_Nuclei_Correlation_Correlation_ERSyto_ERSytoBleed,Mean_Nuclei_Correlation_Correlation_ERSyto_PhGolgi,Mean_Nuclei_Correlation_Correlation_Hoechst_ERSyto,Mean_Nuclei_Correlation_Correlation_Hoechst_ERSytoBleed,Mean_Nuclei_Correlation_Correlation_Hoechst_Mito,Mean_Nuclei_Correlation_Correlation_Hoechst_PhGolgi,Mean_Nuclei_Correlation_Correlation_Mito_ERSyto,Mean_Nuclei_Correlation_Correlation_Mito_ERSytoBleed,Mean_Nuclei_Correlation_Correlation_Mito_PhGolgi,Median_Cells_Correlation_Correlation_ERSytoBleed_PhGolgi,Median_Cells_Correlation_Correlation_ERSyto_ERSytoBleed,Median_Cells_Correlation_Correlation_ERSyto_PhGolgi,Median_Cells_Correlation_Correlation_Hoechst_ERSyto,Median_Cells_Correlation_Correlation_Hoechst_ERSytoBleed,Median_Cells_Correlation_Correlation_Hoechst_Mito,Median_Cells_Correlation_Correlation_Hoechst_PhGolgi,Median_Cells_Correlation_Correlation_Mito_ERSyto,Median_Cells_Correlation_Correlation_Mito_ERSytoBleed,Median_Cells_Correlation_Correlation_Mito_PhGolgi,Median_Cytoplasm_Correlation_Correlation_ERSytoBleed_PhGolgi,Median_Cytoplasm_Correlation_Correlation_ERSyto_ERSytoBleed,Median_Cytoplasm_Correlation_Correlation_ERSyto_PhGolgi,Median_Cytoplasm_Correlation_Correlation_Hoechst_ERSyto,Median_Cytoplasm_Correlation_Correlation_Hoechst_ERSytoBleed,Median_Cytoplasm_Correlation_Correlation_Hoechst_Mito,Median_Cytoplasm_Correlation_Correlation_Hoechst_PhGolgi,Median_Cytoplasm_Correlation_Correlation_Mito_ERSyto,Median_Cytoplasm_Correlation_Correlation_Mito_ERSytoBleed,Median_Cytoplasm_Correlation_Correlation_Mito_PhGolgi,Median_Nuclei_Correlation_Correlation_ERSytoBleed_PhGolgi,Median_Nuclei_Correlation_Correlation_ERSyto_ERSytoBleed,Median_Nuclei_Correlation_Correlation_ERSyto_PhGolgi,Median_Nuclei_Correlation_Correlation_Hoechst_ERSyto,Median_Nuclei_Correlation_Correlation_Hoechst_ERSytoBleed,Median_Nuclei_Correlation_Correlation_Hoechst_Mito,Median_Nuclei_Correlation_Correlation_Hoechst_PhGolgi,Median_Nuclei_Correlation_Correlation_Mito_ERSyto,Median_Nuclei_Correlation_Correlation_Mito_ERSytoBleed,Median_Nuclei_Correlation_Correlation_Mito_PhGolgi,PathName_IllumERSyto,PathName_IllumERSytoBleed,PathName_IllumHoechst,PathName_IllumMito,PathName_IllumPhGolgi,PathName_NucleiOutlines,PathName_OrigERSyto,PathName_OrigERSytoBleed,PathName_OrigHoechst,PathName_OrigMito,PathName_OrigPhGolgi
38034_IllumERSyto.mat,38034_IllumERSytoBleed.mat,38034_IllumHoechst.mat,38034_IllumMito.mat,38034_IllumPhGolgi.mat,cellpaintingfollowup-reimage_a01_s9_w2116b5581-dd0e-4b73-a1e1-b60934afdda4.tif,cellpaintingfollowup-reimage_a01_s9_w3f161c403-a89c-4fa7-965b-c9b38ce7a0f3.tif,cellpaintingfollowup-reimage_a01_s9_w1a02475fe-118d-429a-8f62-1f37bd8c1634.tif,cellpaintingfollowup-reimage_a01_s9_w5b74fa13a-00aa-470b-8fd5-5bb9b7239e82.tif,cellpaintingfollowup-reimage_a01_s9_w4791a3dee-4342-40e9-a71b-83e201881efa.tif,87,0.470541317405,0.822206302913,0.45253144884,0.505083522403,0.75046340669,0.659107218227,0.218645618139,0.925774825407,0.92152725653,0.480524252477,0.497906591399,0.872219905333,0.406595632885,0.507834654888,0.554870396719,0.55883380875,0.210886889329,0.931120521027,0.937562165157,0.46275100992,0.436876583767,0.397817200287,0.66536247433,-0.0868112404951,0.515644652253,0.247173540354,-0.0055928946095,0.779350415111,0.631282267641,0.660515228588,0.484988502095,0.825143256701,0.451273756497,0.519669206627,0.761404167078,0.67017811673,0.213587296066,0.934734370284,0.921382337765,0.486836229372,0.508341659226,0.877281208544,0.398021149419,0.515701083422,0.54194827861,0.555678135518,0.199845462071,0.948572647214,0.942169901321,0.460631923971,0.455142048785,0.377572063202,0.708543762732,-0.113082295783,0.544947580993,0.240097436927,-0.0149008415593,0.83549876495,0.658748110553,0.723014542255,F:\CellPaintingAssay\FeatureMeasurement_CellProfiler\Illumination,F:\CellPaintingAssay\FeatureMeasurement_CellProfiler\Illumination,F:\CellPaintingAssay\FeatureMeasurement_CellProfiler\Illumination,F:\CellPaintingAssay\FeatureMeasurement_CellProfiler\Illumination,F:\CellPaintingAssay\FeatureMeasurement_CellProfiler\Illumination,F:\CellPaintingAssay\FeatureMeasurement_CellProfiler\U2OS_CPA_FM_2_and_3_Predict\38034,F:\CellPaintingAssay\FeatureMeasurement_CellProfiler\U2OS_CPA_Predict\38034_ERSyto,F:\CellPaintingAssay\FeatureMeasurement_CellProfiler\U2OS_CPA_Test_Input\38034_ERSytoBleed,F:\CellPaintingAssay\FeatureMeasurement_CellProfiler\U2OS_CPA_Predict\38034_Hoechst,F:\CellPaintingAssay\FeatureMeasurement_CellProfiler\U2OS_CPA_Predict\38034_Mito,F:\CellPaintingAssay\FeatureMeasurement_CellProfiler\U2OS_CPA_Test_Input\38034_PhGolgi
