ImageNumber,ObjectNumber,Correlation_Correlation_ERSytoBleed_PhGolgi,Correlation_Correlation_ERSyto_ERSytoBleed,Correlation_Correlation_ERSyto_PhGolgi,Correlation_Correlation_Hoechst_ERSyto,Correlation_Correlation_Hoechst_ERSytoBleed,Correlation_Correlation_Hoechst_Mito,Correlation_Correlation_Hoechst_PhGolgi,Correlation_Correlation_Mito_ERSyto,Correlation_Correlation_Mito_ERSytoBleed,Correlation_Correlation_Mito_PhGolgi
87,1,0.571488005082,0.933256725203,0.614892265863,0.648203945108,0.76128207011,0.606252201763,0.299081805839,0.942560231278,0.879542324,0.710763436615
87,2,0.427860020931,0.842661654712,0.256371652033,0.542543415905,0.785652052098,0.737200430494,0.0193506462529,0.920977090622,0.959734553139,0.321698801261
87,3,0.329149970269,0.708425574797,0.638150944656,0.495957143203,0.762207475962,0.747562094352,0.168951614224,0.913500469567,0.864953816622,0.516875793831
87,4,0.321122878066,0.903813373765,0.378322223052,0.560933666518,0.73914657903,0.69714772565,0.0415543664016,0.956105014138,0.964685923424,0.324542784986
87,5,-0.0248828758669,0.790169991371,-0.0294499298612,0.650009018334,0.776727615131,0.791652360544,-0.121858231342,0.948884258038,0.879985872947,-0.0492684689599
87,6,0.16615987189,0.74130309134,0.23140101792,0.382194282248,0.77625631629,0.618747831504,-0.0306322346412,0.920825348628,0.883791279103,0.221275256958
87,7,0.722092582108,0.742589251694,0.673998359029,0.233303404247,0.668003873519,0.515352689346,0.236879863734,0.902229180015,0.91817872722,0.77620864611
87,8,0.0583542407768,0.849800875465,0.0693409057918,0.29108709901,0.562388701258,0.461983618951,-0.104313418953,0.945684791229,0.93366727183,0.0746198125883
87,9,0.453405508389,0.821281219857,0.487910017817,0.349494337644,0.65340872472,0.537427405533,0.158373680784,0.932584849525,0.897816935795,0.511714207134
87,10,0.513682103376,0.929196486074,0.521904984523,0.579438122801,0.713707461662,0.663929274287,0.208805185147,0.962680354337,0.973183412535,0.486294429332
87,11,0.583735344891,0.902177834255,0.601759234418,0.418107839741,0.60984287555,0.514297717748,0.182855256693,0.958420641164,0.930483376022,0.605335597205
87,12,0.568538635151,0.886339930787,0.54419602177,0.712288066602,0.799664163634,0.790281408476,0.397872676855,0.961748290536,0.945268156115,0.560038748193
87,13,0.538239257096,0.6719451717,0.534850822378,0.296748304803,0.741005493219,0.48951717799,0.205531396834,0.908607018922,0.816179601484,0.600705308814
87,14,0.616224704561,0.838344121945,0.563395609617,0.448154188821,0.707238011182,0.647552175268,0.318773437819,0.931525693251,0.945209008879,0.627739724577
87,15,0.491463250278,0.788271172461,0.519773685803,0.290696351356,0.68851514335,0.450722678355,0.21730024663,0.955124838534,0.887020745407,0.50477993756
87,16,0.616776388158,0.802589224194,0.505960038114,0.552495128176,0.818229951552,0.728616791781,0.350179952118,0.920017030001,0.936722712483,0.610689139274
87,17,0.731666694772,0.829323032645,0.788617826219,0.436652647561,0.742721216867,0.645500719197,0.399852089848,0.938412748631,0.93267724814,0.793098834333
87,18,0.452690255413,0.804881581064,0.430848831992,0.481851788444,0.756145735651,0.64923752582,0.219808556816,0.957284885756,0.895528333601,0.466104151358
87,19,0.337771204618,0.752799588999,0.330840440648,0.373063861388,0.670189365121,0.556173974055,0.0686845282802,0.940568036445,0.881309220302,0.355593258914
87,20,0.57901743987,0.887812569716,0.490907952384,0.619093050929,0.670463044639,0.669828721623,0.237854619094,0.953027000921,0.939940400572,0.521382829502
87,21,0.730669303784,0.894929667183,0.76839648705,0.72238076017,0.821024870637,0.764417688306,0.502211842626,0.959985701658,0.942771811314,0.767185820362
87,22,0.472578432807,0.784188108013,0.419205800164,0.300715174676,0.696960226522,0.541949470632,0.187626989153,0.931685058621,0.919119365648,0.473865439191
87,23,0.658716222715,0.864064373122,0.62613291111,0.554156434192,0.731957144548,0.634353639325,0.380220623495,0.961796657405,0.915037111666,0.655484657253
